Hotel,Brand,Destination,Current Category,Current Standard Price,New Category,New Standard Price
JW Marriott Hotel Kolkata,JW Marriott,India,4,25000,3,17500
JW Marriott Hotel Mexico City,JW Marriott,Mexico,5,35000,6,50000
JW Marriott Hotel Shenzhen,JW Marriott,China,3,17500,4,25000
JW Marriott Hotel Shenzhen Bao'an,JW Marriott,China,3,17500,4,25000
JW Marriott Hotel Singapore South Beach,JW Marriott,Singapore,7,60000,6,50000
JW Marriott Hotel Surabaya,JW Marriott,Indonesia,2,12500,3,17500
JW Marriott Hotel Zhejiang Anji,JW Marriott,China,5,35000,4,25000
JW Marriott Hotel Zhengzhou,JW Marriott,China,2,12500,3,17500
JW Marriott Marquis Hotel Dubai,JW Marriott,United Arab Emirates,5,35000,6,50000
JW Marriott Mumbai Juhu,JW Marriott,India,4,25000,5,35000
JW Marriott Mumbai Sahar,JW Marriott,India,3,17500,4,25000
JW Marriott Parq Vancouver,JW Marriott,Canada,6,50000,7,60000
JW Marriott Phu Quoc Emerald Bay Resort & Spa,JW Marriott,Vietnam,5,35000,6,50000
JW Marriott San Francisco Union Square,JW Marriott,USA,6,50000,7,60000
JW Marriott Venice Resort & Spa,JW Marriott,Italy,6,50000,7,60000
"Kananaskis Mountain Lodge, Autograph Collection",Autograph Collection,Canada,5,35000,6,50000
Karuizawa Marriott Hotel,Marriott,Japan,5,35000,6,50000
"Keraton at The Plaza, a Luxury Collection Hotel, Jakarta",Luxury Collection,Indonesia,6,50000,5,35000
Kobe Bay Sheraton Hotel & Towers,Sheraton,Japan,5,35000,4,25000
"La Posada de Santa Fe, a Tribute Portfolio Resort & Spa",Tribute Portfolio,USA,5,35000,6,50000
"La Ville Hotel & Suites CITY WALK, Dubai, Autograph Collection",Autograph Collection,United Arab Emirates,5,35000,6,50000
Lancaster Marriott at Penn Square,Marriott,USA,5,35000,4,25000
"Lapita, Dubai Parks and Resorts, Autograph Collection",Autograph Collection,United Arab Emirates,5,35000,4,25000
"Le Dokhan's, a Tribute Portfolio Hotel, Paris",Tribute Portfolio,France,6,50000,7,60000
Le Méridien Abu Dhabi,Le Meridien,United Arab Emirates,3,17500,4,25000
Le Méridien Al Hada,Le Meridien,Saudi Arabia,5,35000,4,25000
Le Méridien Atlanta Perimeter,Le Meridien,USA,4,25000,5,35000
Le Méridien Barcelona,Le Meridien,Spain,6,50000,7,60000
Le Méridien Beach Plaza,Le Meridien,Monaco,7,60000,8,85000
Le Méridien Charlotte,Le Meridien,USA,5,35000,4,25000
"Le Méridien Columbus, The Joseph",Le Meridien,USA,5,35000,6,50000
Le Méridien Dubai Hotel & Conference Centre,Le Meridien,United Arab Emirates,5,35000,4,25000
"Le Méridien Goa, Calangute",Le Meridien,India,4,25000,5,35000
Le Méridien Grand Hotel Nuremberg,Le Meridien,Germany,4,25000,5,35000
Le Méridien Heliopolis,Le Meridien,Egypt,2,12500,1,7500
Le Méridien Houston Downtown,Le Meridien,USA,5,35000,4,25000
Le Méridien Ile des Pins,Le Meridien,New Caledonia,7,60000,6,50000
Le Méridien Jakarta,Le Meridien,Indonesia,4,25000,3,17500
Le Méridien Jeddah,Le Meridien,Saudi Arabia,5,35000,4,25000
Le Méridien Khao Lak Resort & Spa,Le Meridien,Thailand,5,35000,4,25000
Le Méridien Kochi,Le Meridien,India,2,12500,1,7500
"Le Méridien Lav, Split",Le Meridien,Croatia,5,35000,6,50000
Le Méridien Makkah,Le Meridien,Saudi Arabia,5,35000,4,25000
Le Méridien Medina,Le Meridien,Saudi Arabia,4,25000,3,17500
Le Méridien Munich,Le Meridien,Germany,5,35000,6,50000
"Le Méridien New York, Central Park",Le Meridien,USA,6,50000,7,60000
Le Méridien Nice,Le Meridien,France,5,35000,6,50000
Le Méridien Noumea Resort & Spa,Le Meridien,New Caledonia,5,35000,4,25000
Le Méridien Philadelphia,Le Meridien,USA,5,35000,6,50000
Le Méridien Saigon,Le Meridien,Vietnam,3,17500,4,25000
"Le Méridien Shenyang, Heping",Le Meridien,China,3,17500,2,12500
Le Méridien Shimei Bay Beach Resort & Spa,Le Meridien,China,4,25000,3,17500
Le Méridien Thimphu,Le Meridien,Bhutan,5,35000,4,25000
Le Méridien Towers Makkah,Le Meridien,Saudi Arabia,5,35000,4,25000
Le Méridien Vienna,Le Meridien,Austria,5,35000,6,50000
Le Méridien Visconti Rome,Le Meridien,Italy,5,35000,6,50000
Le Royal Méridien Beach Resort & Spa,Le Meridien,United Arab Emirates,6,50000,7,60000
Le Royal Méridien Chennai,Le Meridien,India,2,12500,1,7500
Le Westin Montreal,Westin,Canada,5,35000,6,50000
"Le Westin Resort & Spa, Tremblant, Quebec",Westin,Canada,6,50000,7,60000
Leipzig Marriott Hotel,Marriott,Germany,4,25000,3,17500
"Lido House, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
Lincolnshire Marriott Resort,Marriott,USA,3,17500,4,25000
London Marriott Hotel County Hall,Marriott,United Kingdom,7,60000,8,85000
London Marriott Hotel Park Lane,Marriott,United Kingdom,7,60000,8,85000
Long Beach Marriott,Marriott,USA,5,35000,4,25000
Los Suenos Marriott Ocean & Golf Resort,Marriott,Costa Rica,5,35000,6,50000
Louisville Marriott East,Marriott,USA,5,35000,6,50000
Lyon Marriott Hotel Cité Internationale,Marriott,France,4,25000,5,35000
Madinah Marriott Hotel,Marriott,Saudi Arabia,3,17500,2,12500
Madison Marriott West,Marriott,USA,4,25000,3,17500
Madrid Marriott Auditorium Hotel & Conference Center,Marriott,Spain,2,12500,3,17500
"Magnolia Hotel Denver, a Tribute Portfolio Hotel",Tribute Portfolio,USA,4,25000,5,35000
Marriott at Research Triangle Park,Marriott,USA,3,17500,4,25000
Marriott Dallas Las Colinas,Marriott,USA,3,17500,4,25000
Marriott East Lansing at University Place,Marriott,USA,5,35000,6,50000
Marriott Hartford/Windsor Airport,Marriott,USA,3,17500,4,25000
"Marriott Hotel Downtown, Abu Dhabi",Marriott,United Arab Emirates,3,17500,4,25000
Marriott Jacksonville,Marriott,USA,2,12500,3,17500
Marriott Maracay Golf Resort,Marriott,Venezuela,4,25000,3,17500
Marriott Marquis Houston,Marriott,USA,5,35000,6,50000
"Marriott Marquis Washington, DC",Marriott,USA,5,35000,6,50000
Marriott Melville Long Island,Marriott,USA,4,25000,5,35000
"Marriott Mena House, Cairo",Marriott,Egypt,3,17500,4,25000
Marriott Minneapolis Airport,Marriott,USA,4,25000,3,17500
Marriott Myrtle Beach Resort & Spa at Grande Dunes,Marriott,USA,5,35000,6,50000
Marriott Orlando Downtown,Marriott,USA,4,25000,5,35000
Marriott Saddle Brook,Marriott,USA,4,25000,3,17500
Marriott Sanibel Harbour Resort & Spa,Marriott,USA,5,35000,6,50000
Marriott Santa Cruz de la Sierra Hotel,Marriott,Bolivia,3,17500,2,12500
Marriott Savannah Riverfront,Marriott,USA,5,35000,6,50000
Marriott St. Louis West,Marriott,USA,4,25000,3,17500
Marriott Stanton South Beach,Marriott,USA,6,50000,7,60000
Marriott Syracuse Downtown,Marriott,USA,4,25000,5,35000
Marriott Tulsa Hotel Southern Hills,Marriott,USA,3,17500,2,12500
Marriott Vacation Club at Surfers Paradise,Marriott Vacation Club Intl,Australia,5,35000,6,50000
"Marriott Vacation Club Pulse, New York City",Marriott Vacation Club Intl,USA,5,35000,6,50000
"Marriott's Maui Ocean Club - Molokai, Maui & Lanai Towers",Marriott Vacation Club Intl,USA,6,50000,7,60000
"Mauna Kea Beach Hotel, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
Metropolitan Hotel Vancouver,Renaissance,Canada,5,35000,6,50000
Minneapolis Marriott Northwest,Marriott,USA,3,17500,4,25000
Minneapolis Marriott West,Marriott,USA,3,17500,4,25000
Minsk Marriott Hotel,Marriott,Belarus,2,12500,3,17500
Monterey Marriott,Marriott,USA,6,50000,7,60000
Montreal Airport Marriott In-Terminal Hotel,Marriott,Canada,4,25000,5,35000
Morgantown Marriott at Waterfront Place,Marriott,USA,4,25000,5,35000
Moscow Marriott Grand Hotel,Marriott,Russian Federation,4,25000,5,35000
Moscow Marriott Hotel Novy Arbat,Marriott,Russian Federation,3,17500,4,25000
Moxy Aberdeen Airport,Moxy Hotels,United Kingdom,2,12500,1,7500
Moxy Bandung,Moxy Hotels,Indonesia,2,12500,1,7500
Moxy Berlin Humboldthain Park,Moxy Hotels,Germany,4,25000,3,17500
Moxy Berlin Ostbahnhof,Moxy Hotels,Germany,4,25000,3,17500
Moxy Chicago Downtown,Moxy Hotels,USA,4,25000,5,35000
Moxy Frankfurt Airport,Moxy Hotels,Germany,3,17500,2,12500
Moxy Frankfurt Eschborn,Moxy Hotels,Germany,2,12500,3,17500
Moxy London Heathrow Airport,Moxy Hotels,United Kingdom,4,25000,3,17500
Moxy Ludwigshafen,Moxy Hotels,Germany,3,17500,2,12500
Moxy Milan Linate Airport,Moxy Hotels,Italy,4,25000,3,17500
Moxy Munich Messe,Moxy Hotels,Germany,4,25000,3,17500
Moxy New Orleans Downtown/French Quarter Area,Moxy Hotels,USA,4,25000,5,35000
Moxy NYC Chelsea,Moxy Hotels,USA,5,35000,6,50000
Moxy NYC Downtown,Moxy Hotels,USA,4,25000,5,35000
Moxy NYC East Village,Moxy Hotels,USA,5,35000,6,50000
Moxy NYC Times Square,Moxy Hotels,USA,5,35000,6,50000
Moxy Osaka Honmachi,Moxy Hotels,Japan,5,35000,4,25000
Moxy Oslo X,Moxy Hotels,Norway,4,25000,3,17500
Moxy Paris Bastille,Moxy Hotels,France,4,25000,5,35000
Moxy Stuttgart Airport/Messe,Moxy Hotels,Germany,3,17500,4,25000
Moxy Vienna Airport,Moxy Hotels,Austria,3,17500,2,12500
Nashville Marriott at Vanderbilt University,Marriott,USA,5,35000,6,50000
New Orleans Marriott,Marriott,USA,5,35000,6,50000
New York Marriott Marquis,Marriott,USA,6,50000,7,60000
Newcastle Gateshead Marriott Hotel MetroCentre,Marriott,United Kingdom,4,25000,3,17500
Newport Marriott,Marriott,USA,6,50000,7,60000
Northampton Marriott Hotel,Marriott,United Kingdom,4,25000,3,17500
Orlando Marriott Lake Mary,Marriott,USA,4,25000,3,17500
"Palace Hotel, a Luxury Collection Hotel, San Francisco",Luxury Collection,USA,6,50000,7,60000
"Palacio del Inka, a Luxury Collection Hotel, Cusco",Luxury Collection,Peru,5,35000,6,50000
Palm Beach Marriott Singer Island Beach Resort & Spa,Marriott,USA,7,60000,8,85000
Paris Marriott Opera Ambassador Hotel,Marriott,France,6,50000,7,60000
"Park Tower, a Luxury Collection Hotel, Buenos Aires",Luxury Collection,Argentina,6,50000,5,35000
"Perry Lane Hotel, a Luxury Collection Hotel, Savannah",Luxury Collection,USA,6,50000,7,60000
Philadelphia Marriott Downtown,Marriott,USA,5,35000,6,50000
Philadelphia Marriott Old City,Marriott,USA,4,25000,5,35000
"Phuket Marriott Resort and Spa, Nai Yang Beach",Marriott,Thailand,5,35000,6,50000
Prague Marriott Hotel,Marriott,Czech Republic,5,35000,6,50000
Protea Hotel Benin City Select Emotan,Protea Hotels,Nigeria,1,7500,2,12500
Protea Hotel Blantyre Ryalls,Protea Hotels,Malawi,1,7500,2,12500
Protea Hotel Bloemfontein,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Bloemfontein Willow Lake,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Cape Town Mowbray,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Cape Town Waterfront Breakwater Lodge,Protea Hotels,South Africa,2,12500,3,17500
Protea Hotel Constantine,Protea Hotels,Algeria,2,12500,1,7500
Protea Hotel Dar es Salaam Amani Beach,Protea Hotels,United Republic of Tanzania,2,12500,3,17500
Protea Hotel Dar es Salaam Courtyard,Protea Hotels,United Republic of Tanzania,1,7500,2,12500
Protea Hotel Dar es Salaam Oyster Bay,Protea Hotels,United Republic of Tanzania,1,7500,2,12500
Protea Hotel Dorpshuis & Spa Stellenbosch,Protea Hotels,South Africa,2,12500,3,17500
Protea Hotel Durban Edward,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Durban Umhlanga,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Entebbe,Protea Hotels,Uganda,1,7500,2,12500
Protea Hotel Fire & Ice! Durban Umhlanga Ridge,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Fire & Ice! Pretoria Menlyn,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Franschhoek,Protea Hotels,South Africa,2,12500,3,17500
Protea Hotel George King George,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel George Outeniqua,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Harrismith Montrose,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Karridene Beach,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Lagos Kuramo Waters,Protea Hotels,Nigeria,2,12500,3,17500
Protea Hotel Livingstone,Protea Hotels,Zambia,1,7500,2,12500
Protea Hotel Mossel Bay,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Ndola,Protea Hotels,Zambia,1,7500,2,12500
Protea Hotel O.R. Tambo Airport,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Port Elizabeth Marine,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Saldanha Bay,Protea Hotels,South Africa,1,7500,2,12500
Protea Hotel Zanzibar Mbweni Ruins,Protea Hotels,United Republic of Tanzania,2,12500,3,17500
Protea Zebula Lodge,Protea Hotels,South Africa,2,12500,1,7500
Putrajaya Marriott Hotel,Marriott,Malaysia,2,12500,1,7500
Renaissance Aktau Hotel,Renaissance,Kazakhstan,2,12500,1,7500
Renaissance Aruba Resort & Casino,Renaissance,Aruba,5,35000,6,50000
Renaissance Asheville Hotel,Renaissance,USA,6,50000,5,35000
Renaissance Austin Hotel,Renaissance,USA,5,35000,4,25000
Renaissance Baltimore Harborplace Hotel,Renaissance,USA,5,35000,4,25000
Renaissance Boston Patriot Place Hotel,Renaissance,USA,6,50000,7,60000
Renaissance Cairo Mirage City Hotel,Renaissance,Egypt,2,12500,3,17500
Renaissance Chicago Downtown Hotel,Renaissance,USA,5,35000,6,50000
Renaissance Chicago North Shore Hotel,Renaissance,USA,4,25000,3,17500
Renaissance ClubSport Aliso Viejo Laguna Beach Hotel,Renaissance,USA,4,25000,5,35000
"Renaissance Downtown Hotel, Dubai",Renaissance,United Arab Emirates,5,35000,6,50000
"Renaissance Esmeralda Resort & Spa, Indian Wells",Renaissance,USA,5,35000,6,50000
Renaissance Hangzhou Northeast Hotel,Renaissance,China,3,17500,2,12500
Renaissance Istanbul Polat Bosphorus Hotel,Renaissance,Turkey,3,17500,4,25000
Renaissance Izmir Hotel,Renaissance,Turkey,2,12500,3,17500
Renaissance Lucerne Hotel,Renaissance,Switzerland,5,35000,6,50000
Renaissance Manchester City Centre Hotel,Renaissance,United Kingdom,5,35000,4,25000
Renaissance Mobile Riverview Plaza Hotel,Renaissance,USA,3,17500,4,25000
Renaissance Moscow Monarch Centre Hotel,Renaissance,Russian Federation,2,12500,3,17500
Renaissance New York Hotel 57,Renaissance,USA,5,35000,6,50000
Renaissance New York Times Square Hotel,Renaissance,USA,6,50000,7,60000
Renaissance Newark Airport Hotel,Renaissance,USA,4,25000,3,17500
Renaissance Newport Beach Hotel,Renaissance,USA,5,35000,4,25000
Renaissance Paris Arc de Triomphe Hotel,Renaissance,France,6,50000,7,60000
Renaissance Paris La Defense Hotel,Renaissance,France,4,25000,5,35000
Renaissance Paris Le Parc Trocadero Hotel,Renaissance,France,6,50000,7,60000
Renaissance Paris Republique Hotel,Renaissance,France,6,50000,7,60000
Renaissance Pattaya Resort & Spa,Renaissance,Thailand,5,35000,4,25000
Renaissance Phoenix Downtown Hotel,Renaissance,USA,4,25000,5,35000
Renaissance Phuket Resort & Spa,Renaissance,Thailand,5,35000,6,50000
Renaissance Portsmouth-Norfolk Waterfront Hotel,Renaissance,USA,4,25000,3,17500
Renaissance Providence Downtown Hotel,Renaissance,USA,5,35000,6,50000
Renaissance Samara Hotel,Renaissance,Russian Federation,2,12500,1,7500
Renaissance Santiago Hotel,Renaissance,Chile,4,25000,3,17500
Renaissance Schaumburg Convention Center Hotel,Renaissance,USA,3,17500,4,25000
Renaissance Shanghai Caohejing Hotel,Renaissance,China,3,17500,4,25000
Renaissance Shenyang West Hotel,Renaissance,China,2,12500,1,7500
Renaissance St. Petersburg Baltic Hotel,Renaissance,Russian Federation,3,17500,4,25000
Renaissance Suzhou Taihu Lake Hotel,Renaissance,China,3,17500,4,25000
Renaissance Tampa International Plaza Hotel,Renaissance,USA,4,25000,5,35000
Renaissance Tlemcen Hotel,Renaissance,Algeria,3,17500,2,12500
Renaissance Walnut Creek Hotel,Renaissance,USA,4,25000,5,35000
Residence Inn Abilene,Residence Inn,USA,2,12500,3,17500
Residence Inn Akron South/Green,Residence Inn,USA,2,12500,3,17500
Residence Inn Albany East Greenbush/Tech Valley,Residence Inn,USA,2,12500,3,17500
Residence Inn Albany Washington Avenue,Residence Inn,USA,2,12500,3,17500
Residence Inn Albuquerque,Residence Inn,USA,2,12500,3,17500
Residence Inn Amelia Island,Residence Inn,USA,4,25000,5,35000
Residence Inn Anaheim Hills Yorba Linda,Residence Inn,USA,3,17500,4,25000
Residence Inn Anaheim Placentia/Fullerton,Residence Inn,USA,3,17500,4,25000
Residence Inn Anchorage Midtown,Residence Inn,USA,4,25000,5,35000
Residence Inn Appleton,Residence Inn,USA,3,17500,4,25000
Residence Inn Atlanta Airport North/Virginia Avenue,Residence Inn,USA,3,17500,4,25000
Residence Inn Atlanta Buckhead,Residence Inn,USA,3,17500,4,25000
Residence Inn Atlanta Cumberland/Galleria,Residence Inn,USA,3,17500,4,25000
Residence Inn Atlanta Downtown,Residence Inn,USA,4,25000,5,35000
Residence Inn Atlanta Kennesaw/Town Center,Residence Inn,USA,3,17500,4,25000
Residence Inn Atlanta Midtown/Georgia Tech,Residence Inn,USA,3,17500,4,25000
Residence Inn Atlanta Norcross/Peachtree Corners,Residence Inn,USA,3,17500,2,12500
Residence Inn Atlanta Perimeter Center/Dunwoody,Residence Inn,USA,3,17500,4,25000
Residence Inn Auburn,Residence Inn,USA,3,17500,4,25000
Residence Inn Austin Northwest/The Domain Area,Residence Inn,USA,3,17500,4,25000
Residence Inn Bakersfield,Residence Inn,USA,2,12500,3,17500
Residence Inn Baltimore at The Johns Hopkins Medical Campus,Residence Inn,USA,5,35000,4,25000
Residence Inn Baltimore Owings Mills,Residence Inn,USA,3,17500,4,25000
Residence Inn Bangor,Residence Inn,USA,4,25000,5,35000
Residence Inn Billings,Residence Inn,USA,2,12500,3,17500
Residence Inn Binghamton,Residence Inn,USA,2,12500,3,17500
Residence Inn Birmingham Downtown at UAB,Residence Inn,USA,3,17500,4,25000
Residence Inn Bismarck North,Residence Inn,USA,2,12500,3,17500
Residence Inn Blacksburg-University,Residence Inn,USA,3,17500,4,25000
Residence Inn Bloomington by Mall of America,Residence Inn,USA,3,17500,4,25000
Residence Inn Boise Downtown/City Center,Residence Inn,USA,4,25000,5,35000
Residence Inn Boston Braintree,Residence Inn,USA,4,25000,5,35000
Residence Inn Boston Brockton/Easton,Residence Inn,USA,3,17500,4,25000
Residence Inn Boston Burlington,Residence Inn,USA,3,17500,4,25000
Residence Inn Boston Concord,Residence Inn,USA,3,17500,4,25000
Residence Inn Boston Downtown/Seaport,Residence Inn,USA,5,35000,6,50000
Residence Inn Boston Marlborough,Residence Inn,USA,3,17500,4,25000
Residence Inn Boston Natick,Residence Inn,USA,3,17500,4,25000
Residence Inn Boston North Shore/Danvers,Residence Inn,USA,3,17500,4,25000
Residence Inn Boston Westborough,Residence Inn,USA,3,17500,2,12500
Residence Inn Boston Woburn,Residence Inn,USA,3,17500,4,25000
Residence Inn Boulder Broomfield,Residence Inn,USA,4,25000,3,17500
Residence Inn Boulder Canyon Boulevard,Residence Inn,USA,4,25000,5,35000
Residence Inn Branson,Residence Inn,USA,3,17500,4,25000
Residence Inn Breckenridge,Residence Inn,USA,5,35000,6,50000
Residence Inn Calgary Airport,Residence Inn,Canada,3,17500,2,12500
Residence Inn Calgary Downtown/Beltline District,Residence Inn,Canada,3,17500,4,25000
Residence Inn Canton,Residence Inn,USA,2,12500,3,17500
Residence Inn Casper,Residence Inn,USA,2,12500,3,17500
Residence Inn Cedar Rapids,Residence Inn,USA,2,12500,3,17500
Residence Inn Chantilly Dulles South,Residence Inn,USA,2,12500,3,17500
Residence Inn Chapel Hill,Residence Inn,USA,3,17500,4,25000
Residence Inn Charleston Airport,Residence Inn,USA,4,25000,3,17500
Residence Inn Charleston Mt. Pleasant,Residence Inn,USA,5,35000,4,25000
Residence Inn Charleston North/Ashley Phosphate,Residence Inn,USA,3,17500,4,25000
Residence Inn Charlotte Airport,Residence Inn,USA,3,17500,4,25000
Residence Inn Charlotte University Research Park,Residence Inn,USA,2,12500,3,17500
Residence Inn Chesapeake Greenbrier,Residence Inn,USA,3,17500,4,25000
Residence Inn Chicago Bolingbrook,Residence Inn,USA,2,12500,3,17500
Residence Inn Chicago Deerfield,Residence Inn,USA,2,12500,3,17500
Residence Inn Chicago Downtown/Loop,Residence Inn,USA,5,35000,6,50000
Residence Inn Chicago Downtown/Magnificent Mile,Residence Inn,USA,4,25000,5,35000
Residence Inn Chicago Midway Airport,Residence Inn,USA,3,17500,4,25000
Residence Inn Chicago Schaumburg/Woodfield Mall,Residence Inn,USA,2,12500,3,17500
"Residence Inn Chicago Southeast/Hammond, IN",Residence Inn,USA,3,17500,4,25000
Residence Inn Chicago Wilmette/Skokie,Residence Inn,USA,3,17500,4,25000
Residence Inn Chico,Residence Inn,USA,4,25000,5,35000
Residence Inn Cincinnati Downtown/The Phelps,Residence Inn,USA,4,25000,5,35000
Residence Inn Cincinnati North/West Chester,Residence Inn,USA,2,12500,3,17500
Residence Inn Cleveland Avon at The Emerald Event Center,Residence Inn,USA,2,12500,3,17500
Residence Inn Cleveland Beachwood,Residence Inn,USA,2,12500,3,17500
Residence Inn Cleveland Downtown,Residence Inn,USA,4,25000,5,35000
Residence Inn Cleveland Independence,Residence Inn,USA,2,12500,3,17500
Residence Inn Colorado Springs North/Air Force Academy,Residence Inn,USA,3,17500,4,25000
Residence Inn Colorado Springs South,Residence Inn,USA,4,25000,5,35000
Residence Inn Columbia Northwest/Harbison,Residence Inn,USA,3,17500,4,25000
Residence Inn Columbia West/Lexington,Residence Inn,USA,4,25000,3,17500
Residence Inn Columbus,Residence Inn,USA,2,12500,3,17500
Residence Inn Columbus Downtown,Residence Inn,USA,3,17500,4,25000
Residence Inn Columbus Worthington,Residence Inn,USA,2,12500,3,17500
Residence Inn Concord,Residence Inn,USA,3,17500,4,25000
Residence Inn Corpus Christi,Residence Inn,USA,3,17500,4,25000
Residence Inn Dallas Addison/Quorum Drive,Residence Inn,USA,2,12500,3,17500
Residence Inn Dallas at The Canyon,Residence Inn,USA,2,12500,3,17500
Residence Inn Dallas by the Galleria,Residence Inn,USA,2,12500,3,17500
Residence Inn Dallas DFW Airport North/Irving,Residence Inn,USA,3,17500,2,12500
Residence Inn Dallas Las Colinas,Residence Inn,USA,2,12500,3,17500
Residence Inn Dallas Plano/Richardson at Coit Rd.,Residence Inn,USA,2,12500,3,17500
Residence Inn Dallas Plano/The Colony,Residence Inn,USA,2,12500,3,17500
Residence Inn Danbury,Residence Inn,USA,3,17500,4,25000
Residence Inn Dayton Vandalia,Residence Inn,USA,2,12500,3,17500
Residence Inn Decatur Forsyth,Residence Inn,USA,1,7500,2,12500
Residence Inn Denton,Residence Inn,USA,2,12500,3,17500
Residence Inn Denver Airport/Convention Center,Residence Inn,USA,4,25000,5,35000
Residence Inn Denver City Center,Residence Inn,USA,4,25000,5,35000
Residence Inn Denver Golden/Red Rocks,Residence Inn,USA,3,17500,4,25000
Residence Inn Denver North/Westminster,Residence Inn,USA,3,17500,4,25000
Residence Inn Denver Stapleton,Residence Inn,USA,3,17500,4,25000
Residence Inn Denver Tech Center,Residence Inn,USA,2,12500,3,17500
Residence Inn Detroit Pontiac/Auburn Hills,Residence Inn,USA,2,12500,3,17500
Residence Inn Dothan,Residence Inn,USA,2,12500,3,17500
Residence Inn Dover,Residence Inn,USA,3,17500,4,25000
Residence Inn Durham Research Triangle Park,Residence Inn,USA,2,12500,3,17500
Residence Inn East Lansing,Residence Inn,USA,3,17500,4,25000
Residence Inn East Rutherford Meadowlands,Residence Inn,USA,3,17500,4,25000
Residence Inn El Paso,Residence Inn,USA,2,12500,3,17500
Residence Inn Evansville East,Residence Inn,USA,2,12500,3,17500
Residence Inn Fayetteville Cross Creek,Residence Inn,USA,2,12500,3,17500
Residence Inn Fishkill,Residence Inn,USA,3,17500,4,25000
Residence Inn Flint Grand Blanc,Residence Inn,USA,2,12500,3,17500
Residence Inn Florence,Residence Inn,USA,2,12500,3,17500
Residence Inn Fort Lauderdale Pompano Beach/Oceanfront,Residence Inn,USA,5,35000,6,50000
Residence Inn Fort Lauderdale Weston,Residence Inn,USA,3,17500,4,25000
Residence Inn Fort Wayne,Residence Inn,USA,2,12500,3,17500
Residence Inn Fresno,Residence Inn,USA,3,17500,4,25000
Residence Inn Grand Rapids Airport,Residence Inn,USA,3,17500,4,25000
Residence Inn Grand Rapids West,Residence Inn,USA,4,25000,3,17500
Residence Inn Gravenhurst Muskoka Wharf,Residence Inn,Canada,4,25000,5,35000
Residence Inn Greensboro Airport,Residence Inn,USA,2,12500,3,17500
Residence Inn Greenville,Residence Inn,USA,3,17500,4,25000
Residence Inn Gulfport-Biloxi Airport,Residence Inn,USA,2,12500,3,17500
Residence Inn Hamilton,Residence Inn,USA,3,17500,4,25000
Residence Inn Hanover Lebanon,Residence Inn,USA,3,17500,4,25000
Residence Inn Harlingen,Residence Inn,USA,2,12500,3,17500
Residence Inn Harrisburg Carlisle,Residence Inn,USA,2,12500,3,17500
Residence Inn Harrisburg Hershey,Residence Inn,USA,3,17500,4,25000
Residence Inn Hartford Avon,Residence Inn,USA,3,17500,4,25000
Residence Inn Hartford Windsor,Residence Inn,USA,2,12500,3,17500
Residence Inn Hazleton,Residence Inn,USA,2,12500,3,17500
Residence Inn Herndon Reston,Residence Inn,USA,2,12500,3,17500
Residence Inn Houston by The Galleria,Residence Inn,USA,3,17500,2,12500
Residence Inn Houston I-10 West/Park Row,Residence Inn,USA,2,12500,1,7500
Residence Inn Houston Pasadena,Residence Inn,USA,2,12500,3,17500
Residence Inn Houston Springwoods Village,Residence Inn,USA,2,12500,3,17500
Residence Inn Houston Tomball,Residence Inn,USA,2,12500,3,17500
Residence Inn Jackson Ridgeland,Residence Inn,USA,1,7500,2,12500
Residence Inn Jackson The District at Eastover,Residence Inn,USA,2,12500,3,17500
Residence Inn Jacksonville South/Bartram Park,Residence Inn,USA,2,12500,3,17500
Residence Inn Kalamazoo East,Residence Inn,USA,3,17500,2,12500
Residence Inn Kansas City Airport,Residence Inn,USA,2,12500,3,17500
Residence Inn Kansas City at The Legends,Residence Inn,USA,3,17500,4,25000
Residence Inn Kansas City Downtown/Convention Center,Residence Inn,USA,4,25000,5,35000
Residence Inn Kansas City Independence,Residence Inn,USA,2,12500,3,17500
Residence Inn Killeen,Residence Inn,USA,1,7500,2,12500
Residence Inn Lafayette,Residence Inn,USA,3,17500,4,25000
Residence Inn Lafayette Airport,Residence Inn,USA,1,7500,2,12500
Residence Inn Lake Charles,Residence Inn,USA,4,25000,3,17500
Residence Inn Lakeland,Residence Inn,USA,3,17500,4,25000
Residence Inn Largo Capital Beltway,Residence Inn,USA,3,17500,4,25000
Residence Inn Las Vegas Henderson/Green Valley,Residence Inn,USA,4,25000,3,17500
Residence Inn Lexington Keeneland/Airport,Residence Inn,USA,3,17500,4,25000
