Hotel,Brand,Destination,Current Category,Current Standard Price,New Category,New Standard Price
Aberdeen Marriott Hotel,Marriott,United Kingdom,3,17500,2,12500
AC Hotel Aitana,AC Hotels by Marriott,Spain,3,17500,4,25000
AC Hotel Alcala de Henares,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Almeria,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Aravaca,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Asheville Downtown,AC Hotels by Marriott,USA,6,50000,7,60000
AC Hotel Atlanta Buckhead at Phipps Plaza,AC Hotels by Marriott,USA,3,17500,4,25000
AC Hotel Atlanta Downtown,AC Hotels by Marriott,USA,4,25000,5,35000
AC Hotel Belfast,AC Hotels by Marriott,United Kingdom,5,35000,4,25000
AC Hotel Bella Sky Copenhagen,AC Hotels by Marriott,Denmark,5,35000,4,25000
AC Hotel Bogota Zona T,AC Hotels by Marriott,Colombia,1,7500,2,12500
AC Hotel Brescia,AC Hotels by Marriott,Italy,1,7500,2,12500
AC Hotel Burgos,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Chapel Hill Downtown,AC Hotels by Marriott,USA,4,25000,5,35000
AC Hotel Chicago Downtown,AC Hotels by Marriott,USA,4,25000,5,35000
AC Hotel Cincinnati at Liberty Center,AC Hotels by Marriott,USA,3,17500,4,25000
AC Hotel Cincinnati at The Banks,AC Hotels by Marriott,USA,4,25000,5,35000
AC Hotel Ciudad de Sevilla,AC Hotels by Marriott,Spain,3,17500,4,25000
AC Hotel Columbus Dublin,AC Hotels by Marriott,USA,3,17500,4,25000
AC Hotel Coslada Aeropuerto,AC Hotels by Marriott,Spain,2,12500,3,17500
AC Hotel Cuzco,AC Hotels by Marriott,Spain,3,17500,4,25000
AC Hotel Dallas by the Galleria,AC Hotels by Marriott,USA,2,12500,3,17500
AC Hotel Des Moines East Village,AC Hotels by Marriott,USA,3,17500,4,25000
AC Hotel Diagonal L´Illa,AC Hotels by Marriott,Spain,4,25000,5,35000
AC Hotel General Alava,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Huelva,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Irla,AC Hotels by Marriott,Spain,4,25000,5,35000
AC Hotel Istanbul Macka,AC Hotels by Marriott,Turkey,2,12500,3,17500
"AC Hotel Kingston, Jamaica",AC Hotels by Marriott,Jamaica,3,17500,4,25000
AC Hotel La Rioja,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Leon San Antonio,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Lima Miraflores,AC Hotels by Marriott,Peru,3,17500,4,25000
AC Hotel Louisville Downtown,AC Hotels by Marriott,USA,5,35000,4,25000
AC Hotel Madison Downtown,AC Hotels by Marriott,USA,4,25000,5,35000
AC Hotel Madrid Feria,AC Hotels by Marriott,Spain,3,17500,4,25000
AC Hotel Miami Aventura,AC Hotels by Marriott,USA,5,35000,4,25000
"AC Hotel National Harbor Washington, DC Area",AC Hotels by Marriott,USA,4,25000,5,35000
AC Hotel New York Times Square,AC Hotels by Marriott,USA,5,35000,6,50000
AC Hotel Nice,AC Hotels by Marriott,France,5,35000,6,50000
AC Hotel Panama City,AC Hotels by Marriott,Panama,3,17500,2,12500
AC Hotel Paris Le Bourget Airport,AC Hotels by Marriott,France,3,17500,4,25000
AC Hotel Paris Porte Maillot,AC Hotels by Marriott,France,4,25000,5,35000
AC Hotel Queretaro Antea,AC Hotels by Marriott,Mexico,1,7500,2,12500
AC Hotel San Jose Downtown,AC Hotels by Marriott,USA,4,25000,5,35000
AC Hotel San Juan Condado,AC Hotels by Marriott,Puerto Rico,4,25000,5,35000
AC Hotel San Sebastian de los Reyes,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Santa Fe,AC Hotels by Marriott,Mexico,3,17500,2,12500
AC Hotel Sants,AC Hotels by Marriott,Spain,4,25000,5,35000
AC Hotel Spartanburg,AC Hotels by Marriott,USA,3,17500,4,25000
AC Hotel Tucson Downtown,AC Hotels by Marriott,USA,3,17500,4,25000
AC Hotel Valencia,AC Hotels by Marriott,Spain,1,7500,2,12500
AC Hotel Venezia,AC Hotels by Marriott,Italy,5,35000,6,50000
AC Hotel Vicenza,AC Hotels by Marriott,Italy,1,7500,2,12500
AC Hotel Victoria Suites,AC Hotels by Marriott,Spain,4,25000,5,35000
AC Hotel Zamora,AC Hotels by Marriott,Spain,3,17500,2,12500
Accra Marriott Hotel,Marriott,Ghana,2,12500,3,17500
"African Pride Irene Country Lodge, Autograph Collection®",Autograph Collection,South Africa,2,12500,3,17500
"African Pride Melrose Arch, Autograph Collection®",Autograph Collection,South Africa,2,12500,3,17500
"African Pride Mount Grace Country House & Spa, Autograph Collection",Autograph Collection,South Africa,2,12500,3,17500
Aloft Abu Dhabi,Aloft,United Arab Emirates,2,12500,3,17500
Aloft Al Ain,Aloft,United Arab Emirates,1,7500,2,12500
Aloft Arundel Mills BWI Airport,Aloft,USA,3,17500,2,12500
Aloft Asheville Downtown,Aloft,USA,5,35000,6,50000
Aloft Asuncion,Aloft,Paraguay,2,12500,1,7500
Aloft Atlanta Downtown,Aloft,USA,4,25000,5,35000
Aloft Bengaluru Cessna Business Park,Aloft,India,1,7500,2,12500
Aloft Bogota Airport,Aloft,Colombia,1,7500,2,12500
Aloft Bolingbrook,Aloft,USA,2,12500,3,17500
Aloft Calgary University,Aloft,Canada,3,17500,2,12500
Aloft Cancun,Aloft,Mexico,4,25000,3,17500
Aloft Charleston Airport & Convention Center,Aloft,USA,4,25000,3,17500
Aloft Chicago Downtown River North,Aloft,USA,4,25000,5,35000
Aloft Columbia Downtown,Aloft,USA,4,25000,5,35000
Aloft Columbia Harbison,Aloft,USA,2,12500,3,17500
Aloft Corpus Christi,Aloft,USA,3,17500,4,25000
Aloft Detroit at The David Whitney,Aloft,USA,4,25000,5,35000
Aloft Dublin City,Aloft,Ireland,4,25000,5,35000
Aloft Dulles Airport North,Aloft,USA,2,12500,3,17500
Aloft El Paso Downtown,Aloft,USA,4,25000,3,17500
Aloft El Segundo - Los Angeles Airport,Aloft,USA,4,25000,5,35000
Aloft Frisco,Aloft,USA,2,12500,3,17500
Aloft Green Bay,Aloft,USA,4,25000,5,35000
Aloft Guangzhou Tianhe,Aloft,China,2,12500,3,17500
Aloft Guangzhou University Park,Aloft,China,1,7500,2,12500
Aloft Hillsboro-Beaverton,Aloft,USA,4,25000,3,17500
Aloft Houston Downtown,Aloft,USA,4,25000,3,17500
Aloft Jacksonville Airport,Aloft,USA,2,12500,3,17500
Aloft Jakarta Wahid Hasyim,Aloft,Indonesia,2,12500,1,7500
Aloft Kiev,Aloft,Ukraine,3,17500,2,12500
Aloft Las Colinas,Aloft,USA,2,12500,3,17500
Aloft Lima Miraflores,Aloft,Peru,4,25000,3,17500
Aloft Liverpool,Aloft,United Kingdom,3,17500,4,25000
Aloft Louisville Downtown,Aloft,USA,5,35000,6,50000
Aloft Louisville East,Aloft,USA,5,35000,6,50000
Aloft Manhattan Downtown - Financial District,Aloft,USA,4,25000,5,35000
Aloft Miami Airport,Aloft,USA,3,17500,4,25000
Aloft Nashville Franklin,Aloft,USA,4,25000,3,17500
Aloft Newport on the Levee,Aloft,USA,3,17500,4,25000
Aloft Oklahoma City Downtown - Bricktown,Aloft,USA,4,25000,3,17500
Aloft Philadelphia Downtown,Aloft,USA,4,25000,5,35000
Aloft Phoenix-Airport,Aloft,USA,3,17500,4,25000
Aloft Richardson,Aloft,USA,4,25000,3,17500
Aloft San Antonio Airport,Aloft,USA,3,17500,2,12500
Aloft San Jose Cupertino,Aloft,USA,5,35000,4,25000
Aloft Scottsdale,Aloft,USA,4,25000,5,35000
Aloft South Bend,Aloft,USA,5,35000,6,50000
Aloft Syracuse Inner Harbor,Aloft,USA,3,17500,4,25000
Aloft Tampa Downtown,Aloft,USA,4,25000,5,35000
Aloft Tempe,Aloft,USA,3,17500,4,25000
Aloft Tucson University,Aloft,USA,3,17500,4,25000
Aloft Wichita,Aloft,USA,3,17500,2,12500
Amsterdam Marriott Hotel,Marriott,Netherlands,6,50000,7,60000
"Annapolis Waterfront Hotel, Autograph Collection",Autograph Collection,USA,5,35000,6,50000
Aruba Marriott Resort & Stellaris Casino,Marriott,Aruba,6,50000,7,60000
Astana Marriott Hotel,Marriott,Kazakhstan,3,17500,2,12500
Atlanta Evergreen Marriott Conference Resort,Conference Centers,USA,5,35000,4,25000
Atlanta Marriott Northeast/Emory Area,Marriott,USA,3,17500,4,25000
Atlanta Marriott Peachtree Corners,Marriott,USA,2,12500,3,17500
"Auberge du Vin, a Tribute Portfolio Hotel, Tupungato",Tribute Portfolio,Argentina,4,25000,3,17500
Auburn Marriott Opelika Resort & Spa at Grand National,Marriott,USA,5,35000,4,25000
"Augustine, a Luxury Collection Hotel, Prague",Luxury Collection,Czech Republic,6,50000,7,60000
Austin Marriott North,Marriott,USA,4,25000,3,17500
Austin Marriott South,Marriott,USA,5,35000,4,25000
"Avalon Hotel Bungalows Palm Springs, a Member of Design Hotels™",Design Hotels,USA,5,35000,6,50000
Bakersfield Marriott at the Convention Center,Marriott,USA,3,17500,4,25000
Baltimore Marriott Inner Harbor at Camden Yards,Marriott,USA,5,35000,4,25000
Baltimore Marriott Waterfront,Marriott,USA,5,35000,4,25000
Bangkok Marriott Hotel The Surawongse,Marriott,Thailand,4,25000,5,35000
"Bankside Hotel, Autograph Collection",Autograph Collection,United Kingdom,6,50000,7,60000
Bethany Beach Ocean Suites Residence Inn,Residence Inn,USA,6,50000,7,60000
Bonn Marriott Hotel,Marriott,Germany,4,25000,3,17500
"Boscolo Exedra Nice, Autograph Collection",Autograph Collection,France,5,35000,6,50000
Boston Marriott Long Wharf,Marriott,USA,6,50000,7,60000
Boulder Marriott,Marriott,USA,5,35000,6,50000
Breadsall Priory Marriott Hotel & Country Club,Marriott,United Kingdom,4,25000,5,35000
Bristol Marriott Royal Hotel,Marriott,United Kingdom,5,35000,4,25000
Budapest Marriott Hotel,Marriott,Hungary,5,35000,6,50000
Buffalo Marriott Niagara,Marriott,USA,4,25000,3,17500
Calgary Airport Marriott In-Terminal Hotel,Marriott,Canada,5,35000,4,25000
Cape Town Marriott Hotel Crystal Towers,Marriott,South Africa,4,25000,3,17500
"Caresse, a Luxury Collection Resort & Spa, Bodrum",Luxury Collection,Turkey,6,50000,7,60000
"Carlo IV, The Dedica Anthology, Autograph Collection",Autograph Collection,Czech Republic,5,35000,6,50000
"Casa Monica Resort & Spa, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
"Castillo Hotel Son Vida, a Luxury Collection Hotel, Mallorca",Luxury Collection,Spain,7,60000,6,50000
"Castle Hotel, Autograph Collection",Autograph Collection,USA,5,35000,4,25000
"Cervo Hotel, Costa Smeralda Resort",Sheraton,Italy,7,60000,8,85000
Chattanooga Marriott Downtown,Marriott,USA,5,35000,4,25000
Chicago Marriott at Medical District/UIC,Marriott,USA,5,35000,4,25000
Chicago Marriott Downtown Magnificent Mile,Marriott,USA,5,35000,6,50000
Chicago Marriott Oak Brook,Marriott,USA,4,25000,3,17500
"Civic Hotel, Autograph Collection",Autograph Collection,Canada,5,35000,4,25000
Columbia Northeast Hotel,Delta,USA,4,25000,3,17500
Costa Rica Marriott Hotel Hacienda Belen,Marriott,Costa Rica,4,25000,5,35000
Courtyard Abilene Northeast,Courtyard,USA,2,12500,3,17500
Courtyard Abilene Southwest/Abilene Mall South,Courtyard,USA,2,12500,3,17500
Courtyard Akron Stow,Courtyard,USA,2,12500,3,17500
Courtyard Albuquerque,Courtyard,USA,2,12500,3,17500
Courtyard Albuquerque Airport,Courtyard,USA,2,12500,3,17500
Courtyard Amsterdam Airport,Courtyard,Netherlands,4,25000,3,17500
Courtyard Anaheim Buena Park,Courtyard,USA,3,17500,4,25000
Courtyard Anaheim Theme Park Entrance,Courtyard,USA,6,50000,7,60000
Courtyard Anchorage Airport,Courtyard,USA,4,25000,5,35000
Courtyard Appleton Riverfront,Courtyard,USA,3,17500,4,25000
Courtyard Asheville Airport,Courtyard,USA,5,35000,4,25000
Courtyard Atlanta Buckhead,Courtyard,USA,3,17500,4,25000
Courtyard Atlanta Kennesaw,Courtyard,USA,3,17500,4,25000
Courtyard Atlanta Midtown/Georgia Tech,Courtyard,USA,3,17500,4,25000
Courtyard Atlanta NE/Duluth Sugarloaf,Courtyard,USA,3,17500,4,25000
Courtyard Austin Northwest/Lakeline,Courtyard,USA,3,17500,2,12500
Courtyard Austin-University Area,Courtyard,USA,3,17500,4,25000
Courtyard Bakersfield,Courtyard,USA,2,12500,3,17500
Courtyard Bangor,Courtyard,USA,3,17500,4,25000
Courtyard Bay City,Courtyard,USA,2,12500,3,17500
Courtyard Beckley,Courtyard,USA,3,17500,4,25000
Courtyard Bengaluru Hebbal,Courtyard,India,1,7500,2,12500
Courtyard Bengaluru Outer Ring Road,Courtyard,India,2,12500,3,17500
Courtyard Bethesda Chevy Chase,Courtyard,USA,3,17500,4,25000
Courtyard Bhopal,Courtyard,India,1,7500,2,12500
Courtyard Biloxi North/D'Iberville,Courtyard,USA,2,12500,3,17500
Courtyard Binghamton,Courtyard,USA,2,12500,3,17500
Courtyard Birmingham Colonnade/Grandview,Courtyard,USA,2,12500,3,17500
Courtyard Birmingham Downtown at UAB,Courtyard,USA,3,17500,4,25000
Courtyard Blacksburg,Courtyard,USA,3,17500,4,25000
Courtyard Bonaire Dive Resort,Courtyard,"Bonaire, Saint Eustatius and Saba",2,12500,3,17500
Courtyard Boone,Courtyard,USA,4,25000,5,35000
Courtyard Boston Brookline,Courtyard,USA,5,35000,6,50000
Courtyard Boston Downtown/North Station,Courtyard,USA,5,35000,6,50000
Courtyard Boston Natick,Courtyard,USA,3,17500,4,25000
Courtyard Boston Woburn/Boston North,Courtyard,USA,3,17500,4,25000
Courtyard Boynton Beach,Courtyard,USA,4,25000,3,17500
Courtyard Bridgeport Clarksburg,Courtyard,USA,1,7500,2,12500
Courtyard Brunswick,Courtyard,USA,3,17500,4,25000
Courtyard Bryan College Station,Courtyard,USA,4,25000,3,17500
Courtyard Budapest City Center,Courtyard,Hungary,3,17500,4,25000
Courtyard Burlington,Courtyard,USA,2,12500,3,17500
Courtyard Burlington Harbor,Courtyard,USA,5,35000,6,50000
Courtyard by Marriott Bogota Airport,Courtyard,Colombia,1,7500,2,12500
Courtyard Calgary Airport,Courtyard,Canada,3,17500,2,12500
Courtyard Calgary South,Courtyard,Canada,1,7500,2,12500
Courtyard Canton,Courtyard,USA,2,12500,3,17500
Courtyard Casper,Courtyard,USA,2,12500,3,17500
Courtyard Cedar City,Courtyard,USA,4,25000,3,17500
Courtyard Champaign,Courtyard,USA,3,17500,4,25000
Courtyard Charleston Mt. Pleasant,Courtyard,USA,5,35000,4,25000
Courtyard Charlotte Airport North,Courtyard,USA,2,12500,3,17500
Courtyard Charlotte Airport/Billy Graham Parkway,Courtyard,USA,2,12500,3,17500
Courtyard Charlotte University Research Park,Courtyard,USA,2,12500,3,17500
Courtyard Chattanooga at Hamilton Place,Courtyard,USA,3,17500,2,12500
Courtyard Chicago Elgin/West Dundee,Courtyard,USA,1,7500,2,12500
Courtyard Chicago Highland Park/Northbrook,Courtyard,USA,2,12500,3,17500
Courtyard Chicago Naperville,Courtyard,USA,2,12500,3,17500
Courtyard Chicago St. Charles,Courtyard,USA,2,12500,3,17500
Courtyard Cincinnati Airport South/Florence,Courtyard,USA,3,17500,4,25000
Courtyard Cincinnati Blue Ash,Courtyard,USA,2,12500,3,17500
Courtyard Cincinnati North at Union Centre,Courtyard,USA,2,12500,3,17500
Courtyard Clemson,Courtyard,USA,3,17500,4,25000
Courtyard Cleveland University Circle,Courtyard,USA,3,17500,4,25000
Courtyard Cleveland Westlake,Courtyard,USA,2,12500,3,17500
Courtyard Cold Lake,Courtyard,Canada,3,17500,2,12500
Courtyard Columbus Airport,Courtyard,USA,3,17500,2,12500
Courtyard Columbus Downtown,Courtyard,USA,3,17500,4,25000
Courtyard Columbus Phenix City/Riverfront,Courtyard,USA,3,17500,4,25000
Courtyard Columbus West/Hilliard,Courtyard,USA,2,12500,3,17500
Courtyard Columbus Worthington,Courtyard,USA,2,12500,3,17500
Courtyard Concord,Courtyard,USA,3,17500,4,25000
Courtyard Dallas Downtown/Reunion District,Courtyard,USA,4,25000,3,17500
Courtyard Dallas Flower Mound,Courtyard,USA,2,12500,3,17500
Courtyard Dallas Las Colinas,Courtyard,USA,2,12500,3,17500
Courtyard Dallas Medical/Market Center,Courtyard,USA,2,12500,3,17500
Courtyard Dallas Plano in Legacy Park,Courtyard,USA,2,12500,3,17500
Courtyard Dayton North,Courtyard,USA,2,12500,3,17500
Courtyard Dayton-University of Dayton,Courtyard,USA,3,17500,4,25000
Courtyard Decatur,Courtyard,USA,2,12500,3,17500
Courtyard Denton,Courtyard,USA,2,12500,3,17500
Courtyard Denver Golden/Red Rocks,Courtyard,USA,3,17500,4,25000
Courtyard Denver Tech Center,Courtyard,USA,2,12500,3,17500
Courtyard Des Moines Ankeny,Courtyard,USA,2,12500,3,17500
Courtyard Detroit Brighton,Courtyard,USA,2,12500,3,17500
Courtyard Detroit Farmington Hills,Courtyard,USA,2,12500,3,17500
Courtyard Detroit Metro Airport Romulus,Courtyard,USA,2,12500,3,17500
Courtyard Detroit Novi,Courtyard,USA,2,12500,3,17500
Courtyard Detroit Utica,Courtyard,USA,2,12500,3,17500
Courtyard Dresden,Courtyard,Germany,4,25000,3,17500
Courtyard Duesseldorf Seestern,Courtyard,Germany,4,25000,5,35000
Courtyard Dulles Airport Chantilly,Courtyard,USA,2,12500,3,17500
Courtyard Dulles Airport Herndon,Courtyard,USA,3,17500,2,12500
Courtyard Dulles Airport Herndon/Reston,Courtyard,USA,2,12500,3,17500
Courtyard Dulles Town Center,Courtyard,USA,2,12500,3,17500
Courtyard Dunn Loring Fairfax,Courtyard,USA,2,12500,3,17500
Courtyard Durham Near Duke University/Downtown,Courtyard,USA,2,12500,3,17500
Courtyard Durham Research Triangle Park,Courtyard,USA,2,12500,3,17500
Courtyard Edgewater NYC Area,Courtyard,USA,5,35000,4,25000
Courtyard Edinburgh West,Courtyard,United Kingdom,5,35000,4,25000
Courtyard Edmonton Downtown,Courtyard,Canada,3,17500,2,12500
Courtyard El Paso Airport,Courtyard,USA,2,12500,3,17500
Courtyard El Paso East/I-10,Courtyard,USA,2,12500,3,17500
Courtyard Erie Bayfront,Courtyard,USA,4,25000,5,35000
Courtyard Fairfax Fair Oaks,Courtyard,USA,2,12500,3,17500
Courtyard Fairfield Napa Valley Area,Courtyard,USA,3,17500,4,25000
Courtyard Fort Meade BWI Business District,Courtyard,USA,2,12500,3,17500
Courtyard Fort Myers Cape Coral,Courtyard,USA,3,17500,4,25000
Courtyard Fort Wayne Downtown at Grand Wayne Convention Center,Courtyard,USA,2,12500,3,17500
Courtyard Fort Worth at Alliance Town Center,Courtyard,USA,2,12500,3,17500
Courtyard Fort Worth Historic Stockyards,Courtyard,USA,3,17500,4,25000
Courtyard Fort Worth University Drive,Courtyard,USA,3,17500,4,25000
Courtyard Fort Worth West at Cityview,Courtyard,USA,2,12500,3,17500
Courtyard Franklin Cool Springs,Courtyard,USA,4,25000,3,17500
Courtyard Fredericksburg Historic District,Courtyard,USA,3,17500,4,25000
Courtyard Fresno,Courtyard,USA,3,17500,4,25000
Courtyard Galveston Island,Courtyard,USA,4,25000,5,35000
Courtyard Glasgow Airport,Courtyard,United Kingdom,3,17500,2,12500
Courtyard Glassboro Rowan University,Courtyard,USA,3,17500,4,25000
Courtyard Grand Rapids Downtown,Courtyard,USA,4,25000,5,35000
Courtyard Greensboro Airport,Courtyard,USA,2,12500,3,17500
Courtyard Guayaquil,Courtyard,Ecuador,1,7500,2,12500
Courtyard Hagerstown,Courtyard,USA,2,12500,3,17500
Courtyard Hamilton,Courtyard,USA,2,12500,3,17500
Courtyard Hammond,Courtyard,USA,3,17500,2,12500
Courtyard Hanover Lebanon,Courtyard,USA,3,17500,4,25000
Courtyard Harlingen,Courtyard,USA,1,7500,2,12500
Courtyard Hartford Cromwell,Courtyard,USA,2,12500,3,17500
Courtyard Hartford Windsor,Courtyard,USA,2,12500,3,17500
Courtyard Hattiesburg,Courtyard,USA,2,12500,3,17500
Courtyard Hickory,Courtyard,USA,2,12500,3,17500
Courtyard High Point,Courtyard,USA,3,17500,4,25000
Courtyard Hong Kong Sha Tin,Courtyard,Hong Kong,2,12500,3,17500
Courtyard Houma,Courtyard,USA,1,7500,2,12500
Courtyard Houston Hobby Airport,Courtyard,USA,1,7500,2,12500
Courtyard Houston Intercontinental Airport,Courtyard,USA,2,12500,3,17500
Courtyard Houston Northwest,Courtyard,USA,1,7500,2,12500
Courtyard Houston Northwest/Cypress,Courtyard,USA,2,12500,3,17500
Courtyard Houston Springwoods Village,Courtyard,USA,2,12500,3,17500
Courtyard Houston Sugar Land/Stafford,Courtyard,USA,2,12500,1,7500
Courtyard Huntsville University Drive,Courtyard,USA,1,7500,2,12500
Courtyard Iloilo,Courtyard,Philippines,3,17500,2,12500
Courtyard Indianapolis at the Capitol,Courtyard,USA,5,35000,4,25000
Courtyard Isla Verde Beach Resort,Courtyard,Puerto Rico,4,25000,5,35000
Courtyard Jackson Airport/Pearl,Courtyard,USA,2,12500,3,17500
Courtyard Jacksonville,Courtyard,USA,1,7500,2,12500
Courtyard Jacksonville Airport Northeast,Courtyard,USA,2,12500,3,17500
Courtyard Kalamazoo Portage,Courtyard,USA,3,17500,4,25000
Courtyard Kazan Kremlin,Courtyard,Russian Federation,1,7500,2,12500
Courtyard Killeen,Courtyard,USA,1,7500,2,12500
Courtyard King Kamehameha's Kona Beach Hotel,Courtyard,USA,4,25000,5,35000
Courtyard Kingston Highway 401/Division Street,Courtyard,Canada,3,17500,4,25000
"Courtyard Kingston, Jamaica",Courtyard,Jamaica,3,17500,4,25000
Courtyard Knoxville Airport Alcoa,Courtyard,USA,2,12500,3,17500
Courtyard Knoxville West/Bearden,Courtyard,USA,3,17500,4,25000
Courtyard Kuwait City,Courtyard,Kuwait,3,17500,2,12500
Courtyard Lafayette,Courtyard,USA,3,17500,4,25000
Courtyard Lafayette Airport,Courtyard,USA,1,7500,2,12500
Courtyard Lake George,Courtyard,USA,5,35000,6,50000
Courtyard Lake Placid,Courtyard,USA,4,25000,5,35000
Courtyard Las Vegas Summerlin,Courtyard,USA,3,17500,4,25000
Courtyard Lexington Keeneland/Airport,Courtyard,USA,3,17500,4,25000
Courtyard Lima,Courtyard,USA,2,12500,3,17500
Courtyard Lincoln Downtown/Haymarket,Courtyard,USA,3,17500,4,25000
Courtyard Lincroft Red Bank,Courtyard,USA,3,17500,4,25000
Courtyard Linz,Courtyard,Austria,2,12500,3,17500
Courtyard Little Rock West,Courtyard,USA,1,7500,2,12500
Courtyard Livermore,Courtyard,USA,3,17500,4,25000
Courtyard Lubbock Downtown/University Area,Courtyard,USA,3,17500,4,25000
Courtyard Lufkin,Courtyard,USA,1,7500,2,12500
Courtyard Lynchburg,Courtyard,USA,3,17500,4,25000
Courtyard Manassas Battlefield Park,Courtyard,USA,2,12500,3,17500
Courtyard Manchester-Boston Regional Airport,Courtyard,USA,2,12500,3,17500
Courtyard Mankato,Courtyard,USA,2,12500,3,17500
Courtyard Maui Kahului Airport,Courtyard,USA,5,35000,6,50000
Courtyard McAllen Airport,Courtyard,USA,1,7500,2,12500
Courtyard Memphis Collierville,Courtyard,USA,2,12500,3,17500
Courtyard Memphis East/Park Avenue,Courtyard,USA,2,12500,3,17500
Courtyard Memphis Southaven,Courtyard,USA,2,12500,3,17500
Courtyard Mexico City Toreo,Courtyard,Mexico,3,17500,2,12500
Courtyard Mexico City Vallejo,Courtyard,Mexico,3,17500,2,12500
Courtyard Middletown Goshen,Courtyard,USA,3,17500,4,25000
Courtyard Midland,Courtyard,USA,3,17500,4,25000
Courtyard Milwaukee Brookfield,Courtyard,USA,2,12500,3,17500
Courtyard Minneapolis-St. Paul Airport,Courtyard,USA,2,12500,3,17500
Courtyard Mobile Daphne/Eastern Shore,Courtyard,USA,2,12500,3,17500
Courtyard Monroe Airport,Courtyard,USA,3,17500,2,12500
Courtyard Monterrey Airport,Courtyard,Mexico,1,7500,2,12500
Courtyard Montgomery,Courtyard,USA,1,7500,2,12500
Courtyard Montgomery Prattville,Courtyard,USA,2,12500,3,17500
Courtyard Montpellier,Courtyard,France,2,12500,3,17500
Courtyard Montreal West Island/Baie D’Urfe,Courtyard,Canada,4,25000,3,17500
Courtyard Montvale,Courtyard,USA,2,12500,3,17500
Courtyard Moscow Paveletskaya,Courtyard,Russian Federation,2,12500,3,17500
Courtyard Nassau Downtown/Junkanoo Beach,Courtyard,Bahamas,4,25000,3,17500
Courtyard New Bern,Courtyard,USA,3,17500,4,25000
Courtyard New Braunfels River Village,Courtyard,USA,4,25000,5,35000
Courtyard New Haven Orange/Milford,Courtyard,USA,3,17500,4,25000
Courtyard New Haven Wallingford,Courtyard,USA,2,12500,3,17500
Courtyard New Orleans Covington/Mandeville,Courtyard,USA,1,7500,2,12500
Courtyard New Orleans Westbank/Gretna,Courtyard,USA,3,17500,4,25000
Courtyard New York Manhattan/Chelsea,Courtyard,USA,5,35000,6,50000
Courtyard New York Manhattan/Fifth Avenue,Courtyard,USA,5,35000,6,50000
Courtyard New York Manhattan/Herald Square,Courtyard,USA,5,35000,6,50000
Courtyard New York Manhattan/Midtown East,Courtyard,USA,5,35000,6,50000
Courtyard New York Manhattan/Midtown West,Courtyard,USA,5,35000,6,50000
Courtyard New York Manhattan/Times Square West,Courtyard,USA,5,35000,6,50000
Courtyard New York Manhattan/Upper East Side,Courtyard,USA,5,35000,6,50000
Courtyard Newark Granville,Courtyard,USA,2,12500,3,17500
Courtyard Newark Liberty International Airport,Courtyard,USA,3,17500,4,25000
Courtyard Newport News Yorktown,Courtyard,USA,2,12500,3,17500
Courtyard Norfolk Downtown,Courtyard,USA,3,17500,4,25000
Courtyard Norman,Courtyard,USA,2,12500,3,17500
Courtyard North Charleston Airport/Coliseum,Courtyard,USA,4,25000,3,17500
Courtyard Norwalk,Courtyard,USA,3,17500,4,25000
Courtyard Novato Marin/Sonoma,Courtyard,USA,4,25000,5,35000
Courtyard Oahu North Shore,Courtyard,USA,5,35000,6,50000
Courtyard Oakland Airport,Courtyard,USA,4,25000,5,35000
Courtyard Ocean City Oceanfront,Courtyard,USA,6,50000,7,60000
Courtyard Odessa,Courtyard,USA,2,12500,3,17500
Courtyard Ogden,Courtyard,USA,2,12500,3,17500
Courtyard Omaha Bellevue at Beardmore Event Center,Courtyard,USA,2,12500,3,17500
Courtyard Omaha La Vista,Courtyard,USA,2,12500,3,17500
Courtyard Oneonta Cooperstown Area,Courtyard,USA,4,25000,5,35000
Courtyard Orlando Downtown,Courtyard,USA,3,17500,4,25000
Courtyard Ottawa East,Courtyard,Canada,3,17500,2,12500
Courtyard Palm Beach Jupiter,Courtyard,USA,4,25000,5,35000
Courtyard Panama City,Courtyard,USA,3,17500,4,25000
Courtyard Panama Metromall,Courtyard,Panama,1,7500,2,12500
